row_number,db_itemId,model_id,itemName,row_group,field,finding_category,readiness_category,issue_type,blank_or_issue_count,remediation_owner,remediation_pathway,suggested_action,governance_note,frontend_ready,import_ready,admin_visible_ok
48,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_bandeau_strapless_low_support,"NKD Bandeau Sports Bra",likely_new,price,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
48,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_bandeau_strapless_low_support,"NKD Bandeau Sports Bra",likely_new,images,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
48,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_bandeau_strapless_low_support,"NKD Bandeau Sports Bra",likely_new,external_item_id,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,no,yes
48,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_bandeau_strapless_low_support,"NKD Bandeau Sports Bra",likely_new,description,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
48,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_bandeau_strapless_low_support,"NKD Bandeau Sports Bra",likely_new,altText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
48,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_bandeau_strapless_low_support,"NKD Bandeau Sports Bra",likely_new,ariaText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
49,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_knot_cross_over_back_light_support,"NKD Knot Sports Bra",likely_new,categoryName,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
49,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_knot_cross_over_back_light_support,"NKD Knot Sports Bra",likely_new,price,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
49,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_knot_cross_over_back_light_support,"NKD Knot Sports Bra",likely_new,images,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
49,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_knot_cross_over_back_light_support,"NKD Knot Sports Bra",likely_new,external_item_id,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,no,yes
49,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_knot_cross_over_back_light_support,"NKD Knot Sports Bra",likely_new,description,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
49,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_knot_cross_over_back_light_support,"NKD Knot Sports Bra",likely_new,altText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
49,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_knot_cross_over_back_light_support,"NKD Knot Sports Bra",likely_new,ariaText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
50,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_one_shoulder_asymmetrical_back_low_support,"NKD One Shoulder Sports Bra",likely_new,categoryName,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
50,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_one_shoulder_asymmetrical_back_low_support,"NKD One Shoulder Sports Bra",likely_new,price,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
50,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_one_shoulder_asymmetrical_back_low_support,"NKD One Shoulder Sports Bra",likely_new,images,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
50,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_one_shoulder_asymmetrical_back_low_support,"NKD One Shoulder Sports Bra",likely_new,external_item_id,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,no,yes
50,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_one_shoulder_asymmetrical_back_low_support,"NKD One Shoulder Sports Bra",likely_new,description,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
50,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_one_shoulder_asymmetrical_back_low_support,"NKD One Shoulder Sports Bra",likely_new,altText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
50,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_one_shoulder_asymmetrical_back_low_support,"NKD One Shoulder Sports Bra",likely_new,ariaText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
51,,ryderwear_female_nkd_sports_bra_underwire_keyhole_racerback_medium_support_scrunch,"NKD Underwire Keyhole Sports Bra",likely_new,categoryName,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
51,,ryderwear_female_nkd_sports_bra_underwire_keyhole_racerback_medium_support_scrunch,"NKD Underwire Keyhole Sports Bra",likely_new,price,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
51,,ryderwear_female_nkd_sports_bra_underwire_keyhole_racerback_medium_support_scrunch,"NKD Underwire Keyhole Sports Bra",likely_new,images,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
51,,ryderwear_female_nkd_sports_bra_underwire_keyhole_racerback_medium_support_scrunch,"NKD Underwire Keyhole Sports Bra",likely_new,external_item_id,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,no,yes
51,,ryderwear_female_nkd_sports_bra_underwire_keyhole_racerback_medium_support_scrunch,"NKD Underwire Keyhole Sports Bra",likely_new,description,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
51,,ryderwear_female_nkd_sports_bra_underwire_keyhole_racerback_medium_support_scrunch,"NKD Underwire Keyhole Sports Bra",likely_new,altText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
51,,ryderwear_female_nkd_sports_bra_underwire_keyhole_racerback_medium_support_scrunch,"NKD Underwire Keyhole Sports Bra",likely_new,ariaText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
52,,ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_low_support,"NKD Twist Sports Bra",likely_new,categoryName,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
52,,ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_low_support,"NKD Twist Sports Bra",likely_new,price,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
52,,ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_low_support,"NKD Twist Sports Bra",likely_new,images,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
52,,ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_low_support,"NKD Twist Sports Bra",likely_new,external_item_id,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,no,yes
52,,ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_low_support,"NKD Twist Sports Bra",likely_new,description,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
52,,ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_low_support,"NKD Twist Sports Bra",likely_new,altText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
52,,ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_low_support,"NKD Twist Sports Bra",likely_new,ariaText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
53,,ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_light_support,"NKD Embody Sports Crop",likely_new,categoryName,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
53,,ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_light_support,"NKD Embody Sports Crop",likely_new,price,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
53,,ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_light_support,"NKD Embody Sports Crop",likely_new,images,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
53,,ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_light_support,"NKD Embody Sports Crop",likely_new,external_item_id,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,no,yes
53,,ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_light_support,"NKD Embody Sports Crop",likely_new,description,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
53,,ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_light_support,"NKD Embody Sports Crop",likely_new,altText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
53,,ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_light_support,"NKD Embody Sports Crop",likely_new,ariaText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
54,,ryderwear_female_nkd_long_sleeve_half_zip,"NKD Half Zip Long Sleeve Top",likely_new,categoryName,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
54,,ryderwear_female_nkd_long_sleeve_half_zip,"NKD Half Zip Long Sleeve Top",likely_new,price,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
54,,ryderwear_female_nkd_long_sleeve_half_zip,"NKD Half Zip Long Sleeve Top",likely_new,images,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
54,,ryderwear_female_nkd_long_sleeve_half_zip,"NKD Half Zip Long Sleeve Top",likely_new,external_item_id,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,no,yes
54,,ryderwear_female_nkd_long_sleeve_half_zip,"NKD Half Zip Long Sleeve Top",likely_new,description,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
54,,ryderwear_female_nkd_long_sleeve_half_zip,"NKD Half Zip Long Sleeve Top",likely_new,altText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
54,,ryderwear_female_nkd_long_sleeve_half_zip,"NKD Half Zip Long Sleeve Top",likely_new,ariaText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
55,,ryderwear_female_nkd_tank_top_square_neck,"NKD Square Neck Top",likely_new,categoryName,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
55,,ryderwear_female_nkd_tank_top_square_neck,"NKD Square Neck Top",likely_new,price,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
55,,ryderwear_female_nkd_tank_top_square_neck,"NKD Square Neck Top",likely_new,images,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
55,,ryderwear_female_nkd_tank_top_square_neck,"NKD Square Neck Top",likely_new,external_item_id,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,no,yes
55,,ryderwear_female_nkd_tank_top_square_neck,"NKD Square Neck Top",likely_new,description,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
55,,ryderwear_female_nkd_tank_top_square_neck,"NKD Square Neck Top",likely_new,altText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
55,,ryderwear_female_nkd_tank_top_square_neck,"NKD Square Neck Top",likely_new,ariaText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
56,,ryderwear_female_nkd_t_shirt,"NKD Tee",likely_new,categoryName,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
56,,ryderwear_female_nkd_t_shirt,"NKD Tee",likely_new,price,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
56,,ryderwear_female_nkd_t_shirt,"NKD Tee",likely_new,images,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
56,,ryderwear_female_nkd_t_shirt,"NKD Tee",likely_new,external_item_id,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,no,yes
56,,ryderwear_female_nkd_t_shirt,"NKD Tee",likely_new,description,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
56,,ryderwear_female_nkd_t_shirt,"NKD Tee",likely_new,altText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
56,,ryderwear_female_nkd_t_shirt,"NKD Tee",likely_new,ariaText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
57,,ryderwear_female_nkd_bodysuit_underwire_keyhole_cross_over_back_scrunch,"NKD Underwire Keyhole Bodysuit",likely_new,categoryName,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
57,,ryderwear_female_nkd_bodysuit_underwire_keyhole_cross_over_back_scrunch,"NKD Underwire Keyhole Bodysuit",likely_new,price,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
57,,ryderwear_female_nkd_bodysuit_underwire_keyhole_cross_over_back_scrunch,"NKD Underwire Keyhole Bodysuit",likely_new,images,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
57,,ryderwear_female_nkd_bodysuit_underwire_keyhole_cross_over_back_scrunch,"NKD Underwire Keyhole Bodysuit",likely_new,external_item_id,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,no,yes
57,,ryderwear_female_nkd_bodysuit_underwire_keyhole_cross_over_back_scrunch,"NKD Underwire Keyhole Bodysuit",likely_new,description,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
57,,ryderwear_female_nkd_bodysuit_underwire_keyhole_cross_over_back_scrunch,"NKD Underwire Keyhole Bodysuit",likely_new,altText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
57,,ryderwear_female_nkd_bodysuit_underwire_keyhole_cross_over_back_scrunch,"NKD Underwire Keyhole Bodysuit",likely_new,ariaText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
58,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_square_neck_straight_back_light_support,"NKD Core Bra",likely_new,categoryName,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
58,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_square_neck_straight_back_light_support,"NKD Core Bra",likely_new,price,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
58,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_square_neck_straight_back_light_support,"NKD Core Bra",likely_new,images,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
58,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_square_neck_straight_back_light_support,"NKD Core Bra",likely_new,external_item_id,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,no,yes
58,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_square_neck_straight_back_light_support,"NKD Core Bra",likely_new,description,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
58,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_square_neck_straight_back_light_support,"NKD Core Bra",likely_new,altText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
58,,ryderwear_female_nkd_sports_bra_elastic_underbust_band_square_neck_straight_back_light_support,"NKD Core Bra",likely_new,ariaText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
59,,ryderwear_female_rib_seamless_sports_bra_v_neck_halter_low_support,"Rib Seamless Halter Sports Bra",likely_new,categoryName,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
59,,ryderwear_female_rib_seamless_sports_bra_v_neck_halter_low_support,"Rib Seamless Halter Sports Bra",likely_new,price,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
59,,ryderwear_female_rib_seamless_sports_bra_v_neck_halter_low_support,"Rib Seamless Halter Sports Bra",likely_new,images,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
59,,ryderwear_female_rib_seamless_sports_bra_v_neck_halter_low_support,"Rib Seamless Halter Sports Bra",likely_new,external_item_id,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,no,yes
59,,ryderwear_female_rib_seamless_sports_bra_v_neck_halter_low_support,"Rib Seamless Halter Sports Bra",likely_new,description,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
59,,ryderwear_female_rib_seamless_sports_bra_v_neck_halter_low_support,"Rib Seamless Halter Sports Bra",likely_new,altText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
59,,ryderwear_female_rib_seamless_sports_bra_v_neck_halter_low_support,"Rib Seamless Halter Sports Bra",likely_new,ariaText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
60,,ryderwear_female_rib_seamless_t_shirt,"Rib Seamless T-Shirt",likely_new,categoryName,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
60,,ryderwear_female_rib_seamless_t_shirt,"Rib Seamless T-Shirt",likely_new,price,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
60,,ryderwear_female_rib_seamless_t_shirt,"Rib Seamless T-Shirt",likely_new,images,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
60,,ryderwear_female_rib_seamless_t_shirt,"Rib Seamless T-Shirt",likely_new,external_item_id,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,no,yes
60,,ryderwear_female_rib_seamless_t_shirt,"Rib Seamless T-Shirt",likely_new,description,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
60,,ryderwear_female_rib_seamless_t_shirt,"Rib Seamless T-Shirt",likely_new,altText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
60,,ryderwear_female_rib_seamless_t_shirt,"Rib Seamless T-Shirt",likely_new,ariaText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
61,,ryderwear_female_rib_seamless_leggings_waistband_scrunch,"Rib Seamless Scrunch Leggings",likely_new,categoryName,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
61,,ryderwear_female_rib_seamless_leggings_waistband_scrunch,"Rib Seamless Scrunch Leggings",likely_new,price,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
61,,ryderwear_female_rib_seamless_leggings_waistband_scrunch,"Rib Seamless Scrunch Leggings",likely_new,images,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
61,,ryderwear_female_rib_seamless_leggings_waistband_scrunch,"Rib Seamless Scrunch Leggings",likely_new,external_item_id,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,no,yes
61,,ryderwear_female_rib_seamless_leggings_waistband_scrunch,"Rib Seamless Scrunch Leggings",likely_new,description,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
61,,ryderwear_female_rib_seamless_leggings_waistband_scrunch,"Rib Seamless Scrunch Leggings",likely_new,altText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
61,,ryderwear_female_rib_seamless_leggings_waistband_scrunch,"Rib Seamless Scrunch Leggings",likely_new,ariaText,blank_required_or_policy_field,admin-remediation,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,review,review,yes
62,,ryderwear_female_rib_seamless_shorts_waistband_scrunch,"Rib Seamless Scrunch Shorts",likely_new,categoryName,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
62,,ryderwear_female_rib_seamless_shorts_waistband_scrunch,"Rib Seamless Scrunch Shorts",likely_new,price,blank_required_or_policy_field,import-readiness-blocking,blank,1,excel-csv-source-of-truth,"fix in Excel/CSV","Populate source field in Excel/CSV for likely-new row.",,no,no,yes
