"RelPath","Size","Hash"
".venv/Lib/site-packages/scipy/spatial/tests/data/pdist-minkowski-3.2-ml-iris.txt","178802","ADF5AE43846049F634928FE3AA54938D02096060877846C4C231D8A400BD22FA"
".venv/Lib/site-packages/scipy/spatial/tests/data/pdist-minkowski-3.2-ml.txt","3042","8CA940F3B95D1A87FC9DD64B915F65F7BF93B21DAE5D3225C9946C3285ABD200"
".venv/Lib/site-packages/scipy/spatial/tests/data/pdist-minkowski-5.8-ml-iris.txt","178802","6D660D4FB5EAA4B4C691004C7E708527B6E7A31A28665CDF234FCEE7850EAAE2"
".venv/Lib/site-packages/scipy/spatial/tests/data/pdist-seuclidean-ml-iris.txt","178802","6C6201EF28090BC0861C0A152ADC0E74F800A833396F37DFA60C5831308A8264"
".venv/Lib/site-packages/scipy/spatial/tests/data/pdist-seuclidean-ml.txt","3042","83DFAABD2038A9EE12D313F19D36B5EF3A9AE19F8FE52D13575800B1BAFE440B"
".venv/Lib/site-packages/scipy/spatial/tests/data/pdist-spearman-ml.txt","3042","BE98017CC96B5141FE9D89672EA9BF32CF8C223AE03A53425BE4D6F02E186A7D"
".venv/Lib/site-packages/scipy/spatial/tests/data/random-bool-data.txt","6100","B327511BD68BE821FD8BBF8DB795F698DC900ECBBD382D5F6D40FE31176DE5B7"
".venv/Lib/site-packages/scipy/spatial/tests/data/random-double-data.txt","75100","39C9AC28949B8BF798EB995DE748806ADA1D4B3C3637115F0C92031F1D253A94"
".venv/Lib/site-packages/scipy/spatial/tests/data/random-int-data.txt","10366","B1A1D890AD02311CD5EFC455D7CB54188178B8A4253AA90DE1C116A83E209C5C"
".venv/Lib/site-packages/scipy/spatial/tests/data/random-uint-data.txt","8811","6816C4B75B6575722F02F90331B4ABF5675D9315ED3136B4E50ABC8F8B39E421"
".venv/Lib/site-packages/scipy/spatial/tests/data/selfdual-4d-polytope.txt","507","C7E73FB0333C6A54F075A8FBBD8BC601012C8EB83A9F92F2706AEB3D1E1D958D"
".venv/Lib/site-packages/scipy/stats/tests/data/studentized_range_mpmath_ref.json","30737","648011C3A3264A64243E998B286BAB9C5FD6C5C66A4315099A0A15B28A132485"
".venv/Lib/site-packages/scipy-1.16.1.dist-info/LICENSE.txt","46756","564D63DBEF2EF3EB1DEC94908966D3EDF5F11C487EE2CF2BAF8BF3FAEF01BDD9"
".venv/Lib/site-packages/setuptools/command/launcher manifest.xml","628","C652DB8D6AC1D35B4A0B4FA195590E2A48923DBCCC9A5D9E38FB49FEE7029DB1"
".venv/Lib/site-packages/setuptools-65.5.0.dist-info/entry_points.txt","2740","DEC880BB89189B5C9B1491C9EE8A2AA57E53016EF41A2B69F5D71D1C2FBB0453"
".venv/Lib/site-packages/setuptools-65.5.0.dist-info/top_level.txt","41","77DC8BDFDBFF5BBAA62830D21FAB13E1B1348FF2ECD4CDCFD7AD4E1A076C9B88"
".venv/Lib/site-packages/six-1.17.0.dist-info/top_level.txt","4","FE2547FE2604B445E70FC9D819062960552F9145BDB043B51986E478A4806A2B"
".venv/Lib/site-packages/sounddevice-0.5.2.dist-info/top_level.txt","43","E31FFD20949631BE92B5B1C17BE8DB1D60B57097FFBA7850C3168C060847FCBE"
".venv/Lib/site-packages/tqdm/completion.sh","946","8FBF4A6D29A9223FC4D758DF4DF057AC69D44F3297569435BC6550BECC83465E"
".venv/Lib/site-packages/tqdm-4.67.1.dist-info/entry_points.txt","39","45E2421FB522DD9CA1E8CD7A1383A1B19D6853B5AD31709F6EDA3206118EDBD6"
".venv/Lib/site-packages/tqdm-4.67.1.dist-info/top_level.txt","5","34B89424D7E673D02DD79B3B254462C2FA8C123522F46E4F30646B98C6333523"
